taxon_name,family_common_name,taxon_scientific_name,family_scientific_name,order,population,status
Little Ringed Plover,"Plovers, Dotterel and Lapwings",Charadrius dubius,Charadriidae,Charadriiformes,Vagrant,Least concern
Red-capped Plover,"Plovers, Dotterel and Lapwings",Charadrius ruficapillus,Charadriidae,Charadriiformes,Australian,Least concern
Double-banded Plover,"Plovers, Dotterel and Lapwings",Charadrius bicinctus,Charadriidae,Charadriiformes,Non-breeding,Least concern
Lesser Sand Plover,"Plovers, Dotterel and Lapwings",Charadrius mongolus,Charadriidae,Charadriiformes,Non-breeding,Least concern
Greater Sand Plover,"Plovers, Dotterel and Lapwings",Charadrius leschenaultii,Charadriidae,Charadriiformes,Non-breeding,Least concern
Oriental Plover,"Plovers, Dotterel and Lapwings",Charadrius veredus,Charadriidae,Charadriiformes,Non-breeding,Least concern
Hooded Plover,"Plovers, Dotterel and Lapwings",Thinornis cucullatus,Charadriidae,Charadriiformes,Endemic,Vulnerable
Black-fronted Dotterel,"Plovers, Dotterel and Lapwings",Elseyornis melanops,Charadriidae,Charadriiformes,Endemic,Least concern
Banded Lapwing,"Plovers, Dotterel and Lapwings",Vanellus tricolor,Charadriidae,Charadriiformes,Endemic,Least concern
Masked Lapwing,"Plovers, Dotterel and Lapwings",Vanellus miles,Charadriidae,Charadriiformes,Australian,Least concern
Red-kneed Dotterel,"Plovers, Dotterel and Lapwings",Erythrogonys cinctus,Charadriidae,Charadriiformes,Endemic,Least concern
Inland Dotterel,"Plovers, Dotterel and Lapwings",Charadrius australis,Charadriidae,Charadriiformes,Endemic,Least concern
Australian Painted Snipe,Painted Snipe,Rostratula australis,Rostratulidae,Charadriiformes,Endemic,Endangered
Comb-crested Jacana,Jacanas,Irediparra gallinacea,Jacanidae,Charadriiformes,Australian,Least concern
Whimbrel,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Numenius phaeopus,Scolopacidae,Charadriiformes,Non-breeding,Least concern
Little Curlew,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Numenius minutus,Scolopacidae,Charadriiformes,Non-breeding,Least concern
Eastern Curlew,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Numenius madagascariensis,Scolopacidae,Charadriiformes,Non-breeding,Critically endangered
Bar-tailed Godwit,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Limosa lapponica,Scolopacidae,Charadriiformes,Non-breeding,Least concern
Black-tailed Godwit,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Limosa limosa,Scolopacidae,Charadriiformes,Non-breeding,Near threatened
Ruddy Turnstone,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Arenaria interpres,Scolopacidae,Charadriiformes,Non-breeding,Near threatened
Great Knot,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Calidris tenuirostris,Scolopacidae,Charadriiformes,Non-breeding,Endangered
Red Knot,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Calidris canutus,Scolopacidae,Charadriiformes,Non-breeding,Endangered
Ruff,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Calidris pugnax,Scolopacidae,Charadriiformes,Vagrant,Least concern
Broad-billed Sandpiper,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Calidris falcinellus,Scolopacidae,Charadriiformes,Non-breeding,Least concern
Sharp-tailed Sandpiper,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Calidris acuminata,Scolopacidae,Charadriiformes,Non-breeding,Least concern
Curlew Sandpiper,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Calidris ferruginea,Scolopacidae,Charadriiformes,Non-breeding,Critically endangered
Long-toed Stint,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Calidris subminuta,Scolopacidae,Charadriiformes,Non-breeding,Least concern
Red-necked Stint,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Calidris ruficollis,Scolopacidae,Charadriiformes,Non-breeding,Near threatened
Sanderling,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Calidris alba,Scolopacidae,Charadriiformes,Non-breeding,Least concern
Little Stint,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Calidris minuta,Scolopacidae,Charadriiformes,Vagrant,Vagrant
Pectoral Sandpiper,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Calidris melanotos,Scolopacidae,Charadriiformes,Non-breeding,Least concern
Asian Dowitcher,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Limnodromus semipalmatus,Scolopacidae,Charadriiformes,Non-breeding,Near threatened
Latham's Snipe,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Gallinago hardwickii,Scolopacidae,Charadriiformes,Non-breeding,Least concern
Pintail Snipe,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Gallinago stenura,Scolopacidae,Charadriiformes,Non-breeding,Least concern
Swinhoe's Snipe,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Gallinago megala,Scolopacidae,Charadriiformes,Non-breeding,Least concern
Terek Sandpiper,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Xenus cinereus,Scolopacidae,Charadriiformes,Non-breeding,Vulnerable
Common Sandpiper,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Actitis hypoleucos,Scolopacidae,Charadriiformes,Non-breeding,Least concern
Grey-tailed Tattler,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Tringa brevipes,Scolopacidae,Charadriiformes,Non-breeding,Least concern
Wandering Tattler,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Tringa incana,Scolopacidae,Charadriiformes,Non-breeding,Least concern
Common Greenshank,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Tringa nebularia,Scolopacidae,Charadriiformes,Non-breeding,Least concern
Common Redshank,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Tringa totanus,Scolopacidae,Charadriiformes,Vagrant,Least concern
Wood Sandpiper,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Tringa glareola,Scolopacidae,Charadriiformes,Non-breeding,Least concern
Marsh Sandpiper,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Tringa stagnatilis,Scolopacidae,Charadriiformes,Non-breeding,Least concern
Red-necked Phalarope,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Phalaropus lobatus,Scolopacidae,Charadriiformes,Non-breeding,Least concern
Australian Pratincole,Pratincoles,Stiltia isabella,Glareolidae,Charadriiformes,Australian,Least concern
Oriental Pratincole,Pratincoles,Glareola maldivarum,Glareolidae,Charadriiformes,Non-breeding,Least concern
Red-backed Button-quail,Button-quail,Turnix maculosus,Turnicidae,Charadriiformes,Australian,Least concern
Black-breasted Button-quail,Button-quail,Turnix melanogaster,Turnicidae,Charadriiformes,Endemic,Near threatened
Painted Button-quail,Button-quail,Turnix varius,Turnicidae,Charadriiformes,Australian,Least concern
Buff-breasted Button-quail,Button-quail,Turnix olivii,Turnicidae,Charadriiformes,Endemic,Endangered
Chestnut-backed Button-quail,Button-quail,Turnix castanotus,Turnicidae,Charadriiformes,Endemic,Least concern
Red-chested Button-quail,Button-quail,Turnix pyrrhothorax,Turnicidae,Charadriiformes,Endemic,Least concern
Little Button-quail,Button-quail,Turnix velox,Turnicidae,Charadriiformes,Endemic,Least concern
Plains-wanderer,Plains-wanderer,Pedionomus torquatus,Pedionomidae,Charadriiformes,Endemic,Endangered
Long-tailed Jaeger,Skuas and Jaegers,Stercorarius longicaudus,Stercorariidae,Charadriiformes,Non-breeding,Least concern
Arctic Jaeger,Skuas and Jaegers,Stercorarius parasiticus,Stercorariidae,Charadriiformes,Non-breeding,Least concern
Pomarine Jaeger,Skuas and Jaegers,Stercorarius pomarinus,Stercorariidae,Charadriiformes,Non-breeding,Least concern
South Polar Skua,Skuas and Jaegers,Catharacta maccormicki,Stercorariidae,Charadriiformes,Vagrant,Vagrant
Brown Skua,Skuas and Jaegers,Catharacta antarcticus,Stercorariidae,Charadriiformes,Australian,Least concern
Common Noddy,"Gulls, Terns and Noddies",Anous stolidus,Laridae,Charadriiformes,Australian,Least concern
Lesser Noddy,"Gulls, Terns and Noddies",Anous tenuirostris,Laridae,Charadriiformes,Australian,Endangered
Black Noddy,"Gulls, Terns and Noddies",Anous minutus,Laridae,Charadriiformes,Australian,Least concern
Grey Noddy,"Gulls, Terns and Noddies",Procelsterna albivitta,Laridae,Charadriiformes,Australian,Least concern
White Tern,"Gulls, Terns and Noddies",Gygis alba,Laridae,Charadriiformes,Australian,Least concern
Silver Gull,"Gulls, Terns and Noddies",Chroicocephalus novaehollandiae,Laridae,Charadriiformes,Australian,Least concern
Pacific Gull,"Gulls, Terns and Noddies",Larus pacificus,Laridae,Charadriiformes,Endemic,Least concern
Kelp Gull,"Gulls, Terns and Noddies",Larus dominicanus,Laridae,Charadriiformes,Australian,Least concern
Sooty Tern,"Gulls, Terns and Noddies",Onychoprion fuscatus,Laridae,Charadriiformes,Australian,Least concern
Bridled Tern,"Gulls, Terns and Noddies",Onychoprion anaethetus,Laridae,Charadriiformes,Australian,Least concern
Little Tern,"Gulls, Terns and Noddies",Sternula albifrons,Laridae,Charadriiformes,Australian,Least concern
Fairy Tern,"Gulls, Terns and Noddies",Sternula nereis,Laridae,Charadriiformes,Australian,Vulnerable
Gull-billed Tern,"Gulls, Terns and Noddies",Gelochelidon nilotica,Laridae,Charadriiformes,Non-breeding,Least concern
Caspian Tern,"Gulls, Terns and Noddies",Hydroprogne caspia,Laridae,Charadriiformes,Australian,Least concern
Whiskered Tern,"Gulls, Terns and Noddies",Chlidonias hybrida,Laridae,Charadriiformes,Australian,Least concern
White-winged Black Tern,"Gulls, Terns and Noddies",Chlidonias leucopterus,Laridae,Charadriiformes,Non-breeding,Least concern
Roseate Tern,"Gulls, Terns and Noddies",Sterna dougallii,Laridae,Charadriiformes,Australian,Least concern
White-fronted Tern,"Gulls, Terns and Noddies",Sterna striata,Laridae,Charadriiformes,Australian,Least concern
Black-naped Tern,"Gulls, Terns and Noddies",Sterna sumatrana,Laridae,Charadriiformes,Australian,Least concern
Common Tern,"Gulls, Terns and Noddies",Sterna hirundo,Laridae,Charadriiformes,Non-breeding,Least concern
Arctic Tern,"Gulls, Terns and Noddies",Sterna paradisaea,Laridae,Charadriiformes,Vagrant,Vagrant
Antarctic Tern,"Gulls, Terns and Noddies",Sterna vittata,Laridae,Charadriiformes,Australian,Least concern
Lesser Crested Tern,"Gulls, Terns and Noddies",Thalasseus bengalensis,Laridae,Charadriiformes,Australian,Least concern
Crested Tern,"Gulls, Terns and Noddies",Thalasseus bergii,Laridae,Charadriiformes,Australian,Least concern
Cockatiel,Cockatoos and Corellas,Nymphicus hollandicus,Cacatuidae,Psittaciformes,Endemic,Least concern
Red-tailed Black-Cockatoo,Cockatoos and Corellas,Calyptorhynchus banksii,Cacatuidae,Psittaciformes,Endemic,Least concern
Glossy Black-Cockatoo,Cockatoos and Corellas,Calyptorhynchus lathami,Cacatuidae,Psittaciformes,Endemic,Least concern
Yellow-tailed Black-Cockatoo,Cockatoos and Corellas,Zanda funereus,Cacatuidae,Psittaciformes,Endemic,Least concern
Baudin's Black-Cockatoo,Cockatoos and Corellas,Zanda baudinii,Cacatuidae,Psittaciformes,Endemic,Endangered
Carnaby's Black-Cockatoo,Cockatoos and Corellas,Zanda latirostris,Cacatuidae,Psittaciformes,Endemic,Endangered
Palm Cockatoo,Cockatoos and Corellas,Probosciger aterrimus,Cacatuidae,Psittaciformes,Australian,Vulnerable
Gang-gang Cockatoo,Cockatoos and Corellas,Callocephalon fimbriatum,Cacatuidae,Psittaciformes,Endemic,Least concern
Galah,Cockatoos and Corellas,Eolophus roseicapilla,Cacatuidae,Psittaciformes,Endemic,Least concern
Major Mitchell's Cockatoo,Cockatoos and Corellas,Cacatua leadbeateri,Cacatuidae,Psittaciformes,Endemic,Least concern
Long-billed Corella,Cockatoos and Corellas,Cacatua tenuirostris,Cacatuidae,Psittaciformes,Endemic,Least concern
Western Corella,Cockatoos and Corellas,Cacatua pastinator,Cacatuidae,Psittaciformes,Endemic,Least concern
Little Corella,Cockatoos and Corellas,Cacatua sanguinea,Cacatuidae,Psittaciformes,Australian,Least concern
Sulphur-crested Cockatoo,Cockatoos and Corellas,Cacatua galerita,Cacatuidae,Psittaciformes,Australian,Least concern
Superb Parrot,"Parrots, Lorikeets and Rosellas",Polytelis swainsonii,Psittaculidae,Psittaciformes,Endemic,Least concern
Regent Parrot,"Parrots, Lorikeets and Rosellas",Polytelis anthopeplus,Psittaculidae,Psittaciformes,Endemic,Least concern
Princess Parrot,"Parrots, Lorikeets and Rosellas",Polytelis alexandrae,Psittaculidae,Psittaciformes,Endemic,Near threatened
Australian King-Parrot,"Parrots, Lorikeets and Rosellas",Alisterus scapularis,Psittaculidae,Psittaciformes,Endemic,Least concern
Red-winged Parrot,"Parrots, Lorikeets and Rosellas",Aprosmictus erythropterus,Psittaculidae,Psittaciformes,Australian,Least concern
Eclectus Parrot,"Parrots, Lorikeets and Rosellas",Eclectus roratus,Psittaculidae,Psittaciformes,Australian,Near threatened
Red-cheeked Parrot,"Parrots, Lorikeets and Rosellas",Geoffroyus geoffroyi,Psittaculidae,Psittaciformes,Australian,Least concern
Red-rumped Parrot,"Parrots, Lorikeets and Rosellas",Psephotus haematonotus,Psittaculidae,Psittaciformes,Endemic,Least concern
Blue Bonnet,"Parrots, Lorikeets and Rosellas",Northiella haematogaster,Psittaculidae,Psittaciformes,Endemic,Least concern
Mulga Parrot,"Parrots, Lorikeets and Rosellas",Psephotellus varius,Psittaculidae,Psittaciformes,Endemic,Least concern
Hooded Parrot,"Parrots, Lorikeets and Rosellas",Psephotellus dissimilis,Psittaculidae,Psittaciformes,Endemic,Least concern
Golden-shouldered Parrot,"Parrots, Lorikeets and Rosellas",Psephotellus chrysopterygius,Psittaculidae,Psittaciformes,Endemic,Endangered
Red-capped Parrot,"Parrots, Lorikeets and Rosellas",Purpureicephalus spurius,Psittaculidae,Psittaciformes,Endemic,Least concern
Green Rosella,"Parrots, Lorikeets and Rosellas",Platycercus caledonicus,Psittaculidae,Psittaciformes,Endemic,Least concern
Crimson Rosella,"Parrots, Lorikeets and Rosellas",Platycercus elegans,Psittaculidae,Psittaciformes,Endemic,Least concern
Northern Rosella,"Parrots, Lorikeets and Rosellas",Platycercus venustus,Psittaculidae,Psittaciformes,Endemic,Least concern
Pale-headed Rosella,"Parrots, Lorikeets and Rosellas",Platycercus adscitus,Psittaculidae,Psittaciformes,Endemic,Least concern
Eastern Rosella,"Parrots, Lorikeets and Rosellas",Platycercus eximius,Psittaculidae,Psittaciformes,Endemic,Least concern
Western Rosella,"Parrots, Lorikeets and Rosellas",Platycercus icterotis,Psittaculidae,Psittaciformes,Endemic,Least concern
Australian Ringneck,"Parrots, Lorikeets and Rosellas",Barnardius zonarius,Psittaculidae,Psittaciformes,Endemic,Least concern
Swift Parrot,"Parrots, Lorikeets and Rosellas",Lathamus discolor,Psittaculidae,Psittaciformes,Endemic,Critically endangered
Red-fronted Parakeet,"Parrots, Lorikeets and Rosellas",Cyanoramphus novaezelandiae,Psittaculidae,Psittaciformes,Australian,Critically endangered
Ground Parrot,"Parrots, Lorikeets and Rosellas",Pezoporus wallicus,Psittaculidae,Psittaciformes,Endemic,Least concern
Night Parrot,"Parrots, Lorikeets and Rosellas",Pezoporus occidentalis,Psittaculidae,Psittaciformes,Endemic,Endangered
Bourke's Parrot,"Parrots, Lorikeets and Rosellas",Neopsephotus bourkii,Psittaculidae,Psittaciformes,Endemic,Least concern
Blue-winged Parrot,"Parrots, Lorikeets and Rosellas",Neophema chrysostoma,Psittaculidae,Psittaciformes,Endemic,Least concern
Elegant Parrot,"Parrots, Lorikeets and Rosellas",Neophema elegans,Psittaculidae,Psittaciformes,Endemic,Least concern
Rock Parrot,"Parrots, Lorikeets and Rosellas",Neophema petrophila,Psittaculidae,Psittaciformes,Endemic,Least concern
Orange-bellied Parrot,"Parrots, Lorikeets and Rosellas",Neophema chrysogaster,Psittaculidae,Psittaciformes,Endemic,Critically endangered
Turquoise Parrot,"Parrots, Lorikeets and Rosellas",Neophema pulchella,Psittaculidae,Psittaciformes,Endemic,Least concern
Scarlet-chested Parrot,"Parrots, Lorikeets and Rosellas",Neophema splendida,Psittaculidae,Psittaciformes,Endemic,Least concern
Musk Lorikeet,"Parrots, Lorikeets and Rosellas",Glossopsitta concinna,Psittaculidae,Psittaciformes,Endemic,Least concern
Little Lorikeet,"Parrots, Lorikeets and Rosellas",Glossopsitta pusilla,Psittaculidae,Psittaciformes,Endemic,Least concern
Purple-crowned Lorikeet,"Parrots, Lorikeets and Rosellas",Glossopsitta porphyrocephala,Psittaculidae,Psittaciformes,Endemic,Least concern
Varied Lorikeet,"Parrots, Lorikeets and Rosellas",Psitteuteles versicolor,Psittaculidae,Psittaciformes,Endemic,Least concern
Coconut Lorikeet,"Parrots, Lorikeets and Rosellas",Trichoglossus haematodus,Psittaculidae,Psittaciformes,Non-breeding,Least concern
Rainbow Lorikeet,"Parrots, Lorikeets and Rosellas",Trichoglossus moluccanus,Psittaculidae,Psittaciformes,Endemic,Least concern
Red-collared Lorikeet,"Parrots, Lorikeets and Rosellas",Trichoglossus rubritorquis,Psittaculidae,Psittaciformes,Endemic,Least concern
Scaly-breasted Lorikeet,"Parrots, Lorikeets and Rosellas",Trichoglossus chlorolepidotus,Psittaculidae,Psittaciformes,Endemic,Least concern
Budgerigar,"Parrots, Lorikeets and Rosellas",Melopsittacus undulatus,Psittaculidae,Psittaciformes,Endemic,Least concern
Double-eyed Fig-Parrot,"Parrots, Lorikeets and Rosellas",Cyclopsitta diophthalma,Psittaculidae,Psittaciformes,Australian,Least concern
Coxen's Fig-Parrot,"Parrots, Lorikeets and Rosellas",Cyclopsitta coxeni,Psittaculidae,Psittaciformes,Endemic,Endangered
Pheasant Coucal,Cuckoos,Centropus phasianinus,Cuculidae,Cuculiformes,Australian,Least concern
Eastern Koel,Cuckoos,Eudynamys orientalis,Cuculidae,Cuculiformes,Australian,Least concern
